PATH,TYPE,VALUE,MTIME
/AppEvents/Schemes/Apps/Explorer/Navigating/.Default/,EXPAND_SZ,%25SystemRoot%25\media\Windows XP Start.wav,
/AppEvents/Schemes/Apps/MSMSGS,KEY,,2004-08-19 23:04:32
/AppEvents/Schemes/Apps/MSMSGS/,SZ,Windows Messenger,
/AppEvents/Schemes/Apps/MSMSGS/MSMSGS_ContactOnline,KEY,,2004-08-19 23:04:32
/AppEvents/Schemes/Apps/MSMSGS/MSMSGS_ContactOnline/.Current,KEY,,2004-08-19 23:04:32
/AppEvents/Schemes/Apps/MSMSGS/MSMSGS_ContactOnline/.Current/,SZ,C:\Program Files\Messenger\online.wav,
/AppEvents/Schemes/Apps/MSMSGS/MSMSGS_NewAlert,KEY,,2004-08-19 23:04:32
/AppEvents/Schemes/Apps/MSMSGS/MSMSGS_NewAlert/.Current,KEY,,2004-08-19 23:04:32
/AppEvents/Schemes/Apps/MSMSGS/MSMSGS_NewAlert/.Current/,SZ,C:\Program Files\Messenger\newalert.wav,
/AppEvents/Schemes/Apps/MSMSGS/MSMSGS_NewMail,KEY,,2004-08-19 23:04:32
/AppEvents/Schemes/Apps/MSMSGS/MSMSGS_NewMail/.Current,KEY,,2004-08-19 23:04:32
/AppEvents/Schemes/Apps/MSMSGS/MSMSGS_NewMail/.Current/,SZ,C:\Program Files\Messenger\newemail.wav,
/AppEvents/Schemes/Apps/MSMSGS/MSMSGS_NewMessage,KEY,,2004-08-19 23:04:32
/AppEvents/Schemes/Apps/MSMSGS/MSMSGS_NewMessage/.Current,KEY,,2004-08-19 23:04:32
/AppEvents/Schemes/Apps/MSMSGS/MSMSGS_NewMessage/.Current/,SZ,C:\Program Files\Messenger\type.wav,
/AppEvents/Schemes/Names,KEY,,2004-08-19 23:04:06
/AppEvents/Schemes/Names/.Default,KEY,,2004-08-19 23:04:06
/AppEvents/Schemes/Names/.Default/,SZ,Windows Default,
/AppEvents/Schemes/Names/.None,KEY,,2004-08-19 23:04:06
