PATH,TYPE,VALUE,MTIME
/Classes/AppID/{D485DDC0-49C6-11d1-8E56-00A0C92C9D5D}/LaunchPermission,BINARY,%01%00%04%80H%00%00%00d%00%00%00%00%00%00%00%14%00%00%00%02%004%00%02%00%00%00%00%00%14%00%01%00%00%00%01%01%00%00%00%00%00%05%12%00%00%00%00%00%18%00%01%00%00%00%01%02%00%00%00%00%00%05 %00%00%00 %02%00%00%01%05%00%00%00%00%00%05%15%00%00%00%A0_%84%1F^.kI%CE%12%03%03%F4%01%00%00%01%05%00%00%00%00%00%05%15%00%00%00%A0_%84%1F^.kI%CE%12%03%03%F4%01%00%00,
/Classes/AppID/{D485DDC0-49C6-11d1-8E56-00A0C92C9D5D}/AccessPermission,BINARY,%01%00%04%80H%00%00%00d%00%00%00%00%00%00%00%14%00%00%00%02%004%00%02%00%00%00%00%00%14%00%01%00%00%00%01%01%00%00%00%00%00%05%12%00%00%00%00%00%18%00%01%00%00%00%01%02%00%00%00%00%00%05 %00%00%00 %02%00%00%01%05%00%00%00%00%00%05%15%00%00%00%A0_%84%1F^.kI%CE%12%03%03%F4%01%00%00%01%05%00%00%00%00%00%05%15%00%00%00%A0_%84%1F^.kI%CE%12%03%03%F4%01%00%00,
/Classes/AppID/{DCBCADF5-DB1b-4764-9320-9a5082af1581},KEY,,2004-08-19 16:56:12
/Classes/AppID/{DCBCADF5-DB1b-4764-9320-9a5082af1581}/,SZ,MSMQ,
/Classes/AppID/{FE9E4896-A014-11D1-855C-00A0C944138C},KEY,,2004-08-19 16:56:12
/Classes/AppID/{FE9E4896-A014-11D1-855C-00A0C944138C}/,SZ,TlntSvr,
/Classes/AppID/{FE9E4896-A014-11D1-855C-00A0C944138C}/LocalService,SZ,TlntSvr,
/Classes/AppID/{FE9E4896-A014-11D1-855C-00A0C944138C}/ServiceParameters,SZ,-Service -from_dcom,
/Classes/Applications,KEY,,2004-08-19 16:56:13
/Classes/Applications/notepad.exe,KEY,,2004-08-19 16:56:13
/Classes/Applications/notepad.exe/shell,KEY,,2004-08-19 16:56:13
/Classes/Applications/notepad.exe/shell/open,KEY,,2004-08-19 16:56:13
/Classes/Applications/notepad.exe/shell/open/command,KEY,,2004-08-19 16:56:13
/Classes/Applications/notepad.exe/shell/open/command/,EXPAND_SZ,%25SystemRoot%25\system32\NOTEPAD.EXE %251,
/Classes/AVIFile,KEY,,2004-08-19 16:56:12
/Classes/AVIFile/,SZ,Video Clip,
/Classes/AVIFile/CLSID,KEY,,2004-08-19 16:56:12
/Classes/AVIFile/CLSID/,SZ,{00022602-0000-0000-C000-000000000046},
/Classes/AVIFile/Compressors,KEY,,2004-08-19 16:56:12
/Classes/AVIFile/Compressors/auds,KEY,,2004-08-19 16:56:12
/Classes/AVIFile/Compressors/auds/,SZ,{0002000F-0000-0000-C000-000000000046},
/Classes/AVIFile/Compressors/vids,KEY,,2004-08-19 16:56:12
/Classes/AVIFile/Compressors/vids/,SZ,{00020001-0000-0000-C000-000000000046},
/Classes/AVIFile/DefaultIcon,KEY,,2004-08-19 16:56:12
/Classes/AVIFile/DefaultIcon/,SZ,mplay32.exe%2C3,
/Classes/AVIFile/Extensions,KEY,,2004-08-19 16:56:12
/Classes/AVIFile/Extensions/AU,KEY,,2004-08-19 16:56:12
/Classes/AVIFile/Extensions/AU/,SZ,{00020003-0000-0000-C000-000000000046},
/Classes/AVIFile/Extensions/AVI,KEY,,2004-08-19 16:56:12
/Classes/AVIFile/Extensions/AVI/,SZ,{00020000-0000-0000-C000-000000000046},
/Classes/AVIFile/Extensions/WAV,KEY,,2004-08-19 16:56:12
/Classes/AVIFile/Extensions/WAV/,SZ,{00020003-0000-0000-C000-000000000046},
/Classes/AVIFile/Insertable,KEY,,2004-08-19 16:56:12
/Classes/AVIFile/Insertable/,SZ,,
/Classes/AVIFile/protocol,KEY,,2004-08-19 16:56:12
/Classes/AVIFile/protocol/StdExecute,KEY,,2004-08-19 16:56:12
/Classes/AVIFile/protocol/StdExecute/server,KEY,,2004-08-19 16:56:12
/Classes/AVIFile/protocol/StdExecute/server/,SZ,mplay32.exe /avi,
/Classes/AVIFile/protocol/StdFileEditing,KEY,,2004-08-19 16:56:12
/Classes/AVIFile/protocol/StdFileEditing/Handler,KEY,,2004-08-19 16:56:12
/Classes/AVIFile/protocol/StdFileEditing/Handler/,SZ,mciole16.dll,
/Classes/AVIFile/protocol/StdFileEditing/Handler32,KEY,,2004-08-19 16:56:12
/Classes/AVIFile/protocol/StdFileEditing/Handler32/,SZ,mciole32.dll,
/Classes/AVIFile/protocol/StdFileEditing/PackageObjects,KEY,,2004-08-19 16:56:12
/Classes/AVIFile/protocol/StdFileEditing/PackageObjects/,SZ,,
/Classes/AVIFile/protocol/StdFileEditing/server,KEY,,2004-08-19 16:56:12
/Classes/AVIFile/protocol/StdFileEditing/server/,SZ,mplay32.exe /avi,
/Classes/AVIFile/protocol/StdFileEditing/verb,KEY,,2004-08-19 16:56:12
/Classes/AVIFile/protocol/StdFileEditing/verb/0,KEY,,2004-08-19 16:56:12
/Classes/AVIFile/protocol/StdFileEditing/verb/0/,SZ,&Play,
/Classes/AVIFile/protocol/StdFileEditing/verb/1,KEY,,2004-08-19 16:56:12
/Classes/AVIFile/protocol/StdFileEditing/verb/1/,SZ,&Edit,
/Classes/AVIFile/protocol/StdFileEditing/verb/2,KEY,,2004-08-19 16:56:12
/Classes/AVIFile/protocol/StdFileEditing/verb/2/,SZ,&Open,
/Classes/AVIFile/RIFFHandlers,KEY,,2004-08-19 16:56:12
/Classes/AVIFile/RIFFHandlers/AVI,KEY,,2004-08-19 16:56:12
/Classes/AVIFile/RIFFHandlers/AVI/,SZ,{00020000-0000-0000-C000-000000000046},
/Classes/AVIFile/RIFFHandlers/WAVE,KEY,,2004-08-19 16:56:12
/Classes/AVIFile/RIFFHandlers/WAVE/,SZ,{00020003-0000-0000-C000-000000000046},
/Classes/AVIFile/shellex,KEY,,2004-08-19 16:56:12
/Classes/AVIFile/shellex/PropertySheetHandlers,KEY,,2004-08-19 16:56:12
/Classes/AVIFile/shellex/PropertySheetHandlers/,SZ,AviPage,
/Classes/AVIFile/shellex/PropertySheetHandlers/AviPage,KEY,,2004-08-19 16:56:12
/Classes/AVIFile/shellex/PropertySheetHandlers/AviPage/,SZ,{00022613-0000-0000-C000-000000000046},
/Classes/BackLink,KEY,,2004-08-19 16:56:12
/Classes/BackLink/Clsid,KEY,,2004-08-19 16:56:12
/Classes/BackLink/Clsid/,SZ,{fcbf906f-4080-11d1-a3ac-00c04fb950dc},
/Classes/batfile,KEY,,2004-08-19 16:56:12
/Classes/batfile/,SZ,MS-DOS Batch File,
/Classes/batfile/EditFlags,BINARY,0%04%00%00,
/Classes/batfile/DefaultIcon,KEY,,2004-08-19 16:56:12
/Classes/batfile/DefaultIcon/,EXPAND_SZ,%25SystemRoot%25\System32\shell32.dll%2C-153,
/Classes/batfile/shell,KEY,,2004-08-19 16:56:12
/Classes/batfile/shell/edit,KEY,,2004-08-19 16:56:12
/Classes/batfile/shell/edit/command,KEY,,2004-08-19 16:56:12
/Classes/batfile/shell/edit/command/,EXPAND_SZ,%25SystemRoot%25\System32\NOTEPAD.EXE %251,
/Classes/batfile/shell/open,KEY,,2004-08-19 16:56:12
/Classes/batfile/shell/open/EditFlags,BINARY,%00%00%00%00,
/Classes/batfile/shell/open/command,KEY,,2004-08-19 16:56:12
/Classes/batfile/shell/open/command/,SZ,%22%251%22 %25*,
/Classes/batfile/shell/print,KEY,,2004-08-19 16:56:12
/Classes/batfile/shell/print/command,KEY,,2004-08-19 16:56:12
/Classes/batfile/shell/print/command/,EXPAND_SZ,%25SystemRoot%25\System32\NOTEPAD.EXE /p %251,
/Classes/batfile/shellex,KEY,,2004-08-19 16:56:12
/Classes/batfile/shellex/PropertySheetHandlers,KEY,,2004-08-19 16:56:12
/Classes/batfile/shellex/PropertySheetHandlers/PifProps,KEY,,2004-08-19 16:56:12
/Classes/batfile/shellex/PropertySheetHandlers/PifProps/,SZ,{86F19A00-42A0-1069-A2E9-08002B30309D},
/Classes/batfile/shellex/PropertySheetHandlers/ShimLayer Property Page,KEY,,2004-08-19 16:56:12
/Classes/batfile/shellex/PropertySheetHandlers/ShimLayer Property Page/,SZ,{513D916F-2A8E-4F51-AEAB-0CBC76FB1AF8},
/Classes/Briefcase,KEY,,2004-08-19 16:56:12
/Classes/Briefcase/,SZ,Briefcase,
/Classes/Briefcase/CLSID,KEY,,2004-08-19 16:56:12
/Classes/Briefcase/CLSID/,SZ,{85BBD920-42A0-1069-A2E4-08002B30309D},
/Classes/Briefcase/DefaultIcon,KEY,,2004-08-19 16:56:12
/Classes/Briefcase/DefaultIcon/,EXPAND_SZ,%25SystemRoot%25\system32\syncui.dll%2C0,
/Classes/Briefcase/shell,KEY,,2004-08-19 16:56:12
/Classes/Briefcase/shell/open,KEY,,2004-08-19 16:56:12
/Classes/Briefcase/shell/open/command,KEY,,2004-08-19 16:56:12
/Classes/Briefcase/shell/open/command/,SZ,explorer.exe %251,
/Classes/CaseIgnoreList,KEY,,2004-08-19 16:56:12
/Classes/CaseIgnoreList/Clsid,KEY,,2004-08-19 16:56:12
/Classes/CaseIgnoreList/Clsid/,SZ,{15f88a55-4680-11d1-a3b4-00c04fb950dc},
/Classes/CLSID,KEY,,2004-08-19 16:56:14
/Classes/CLSID/CLSID,KEY,,2004-08-19 16:56:13
/Classes/CLSID/CLSID/,SZ,{0000031A-0000-0000-C000-000000000046},
/Classes/CLSID/{00000300-0000-0000-C000-000000000046},KEY,,2004-08-19 16:56:12
/Classes/CLSID/{00000300-0000-0000-C000-000000000046}/,SZ,StdOleLink,
/Classes/CLSID/{00000300-0000-0000-C000-000000000046}/InprocServer32,KEY,,2004-08-19 16:56:12
/Classes/CLSID/{00000300-0000-0000-C000-000000000046}/InprocServer32/,SZ,ole32.dll,
/Classes/CLSID/{00000303-0000-0000-C000-000000000046},KEY,,2004-08-19 16:56:12
/Classes/CLSID/{00000303-0000-0000-C000-000000000046}/,SZ,FileMoniker,
/Classes/CLSID/{00000303-0000-0000-C000-000000000046}/InprocServer32,KEY,,2004-08-19 16:56:12
/Classes/CLSID/{00000303-0000-0000-C000-000000000046}/InprocServer32/,SZ,ole32.dll,
/Classes/CLSID/{00000303-0000-0000-C000-000000000046}/ProgID,KEY,,2004-08-19 16:56:12
/Classes/CLSID/{00000303-0000-0000-C000-000000000046}/ProgID/,SZ,file,
/Classes/CLSID/{00000304-0000-0000-C000-000000000046},KEY,,2004-08-19 16:56:12
/Classes/CLSID/{00000304-0000-0000-C000-000000000046}/,SZ,ItemMoniker,
/Classes/CLSID/{00000304-0000-0000-C000-000000000046}/InprocServer32,KEY,,2004-08-19 16:56:12
/Classes/CLSID/{00000304-0000-0000-C000-000000000046}/InprocServer32/,SZ,ole32.dll,
/Classes/CLSID/{00000305-0000-0000-C000-000000000046},KEY,,2004-08-19 16:56:12
/Classes/CLSID/{00000305-0000-0000-C000-000000000046}/,SZ,AntiMoniker,
/Classes/CLSID/{00000305-0000-0000-C000-000000000046}/InprocServer32,KEY,,2004-08-19 16:56:12
/Classes/CLSID/{00000305-0000-0000-C000-000000000046}/InprocServer32/,SZ,ole32.dll,
/Classes/CLSID/{00000306-0000-0000-C000-000000000046},KEY,,2004-08-19 16:56:12
/Classes/CLSID/{00000306-0000-0000-C000-000000000046}/,SZ,PointerMoniker,
/Classes/CLSID/{00000306-0000-0000-C000-000000000046}/InprocServer32,KEY,,2004-08-19 16:56:12
/Classes/CLSID/{00000306-0000-0000-C000-000000000046}/InprocServer32/,SZ,ole32.dll,
/Classes/CLSID/{00000308-0000-0000-C000-000000000046},KEY,,2004-08-19 16:56:12
/Classes/CLSID/{00000308-0000-0000-C000-000000000046}/,SZ,PackagerMoniker,
